"id","file","taxon","input_data","modelling_method","output_type","future_projections","uncertainty_type","model_performance","model_performance_measure","xmin","xmax","ymin","ymax","x_resolution","y_resolution","spatial_units","crs","repo","data_usage_notes","licence","reference","citation"
"Pi2021-spring","Pi2021-spring_cog.tif","sea ice algae","satellite remote-sensed products","numerical model","sea ice primary productivity",FALSE,,,,-5791500,5791500,-5791500,5791500,9000,9000,"m","EPSG:3031",,"Units are mgC/m^2/day","CC-BY 4.0","Pinkerton MH, Hayward A (2021) Estimating variability and long-term change in sea ice primary productivity using a satellite-based light penetration index. Journal of Marine Systems. 10.1016/j.jmarsys.2021.103576","See reference"
"Pi2021-summer","Pi2021-summer_cog.tif","sea ice algae","satellite remote-sensed products","numerical model","sea ice primary productivity",FALSE,,,,-5791500,5791500,-5791500,5791500,9000,9000,"m","EPSG:3031",,"Units are mgC/m^2/day","CC-BY 4.0","Pinkerton MH, Hayward A (2021) Estimating variability and long-term change in sea ice primary productivity using a satellite-based light penetration index. Journal of Marine Systems. 10.1016/j.jmarsys.2021.103576","See reference"
"Pi2021-autumn","Pi2021-autumn_cog.tif","sea ice algae","satellite remote-sensed products","numerical model","sea ice primary productivity",FALSE,,,,-5791500,5791500,-5791500,5791500,9000,9000,"m","EPSG:3031",,"Units are mgC/m^2/day","CC-BY 4.0","Pinkerton MH, Hayward A (2021) Estimating variability and long-term change in sea ice primary productivity using a satellite-based light penetration index. Journal of Marine Systems. 10.1016/j.jmarsys.2021.103576","See reference"
"Pi2021-winter","Pi2021-winter_cog.tif","sea ice algae","satellite remote-sensed products","numerical model","sea ice primary productivity",FALSE,,,,-5791500,5791500,-5791500,5791500,9000,9000,"m","EPSG:3031",,"Units are mgC/m^2/day","CC-BY 4.0","Pinkerton MH, Hayward A (2021) Estimating variability and long-term change in sea ice primary productivity using a satellite-based light penetration index. Journal of Marine Systems. 10.1016/j.jmarsys.2021.103576","See reference"
"Pi2021-annual","Pi2021-annual_cog.tif","sea ice algae","satellite remote-sensed products","numerical model","sea ice primary productivity",FALSE,,,,-5791500,5791500,-5791500,5791500,9000,9000,"m","EPSG:3031",,"Units are mgC/m^2/day","CC-BY 4.0","Pinkerton MH, Hayward A (2021) Estimating variability and long-term change in sea ice primary productivity using a satellite-based light penetration index. Journal of Marine Systems. 10.1016/j.jmarsys.2021.103576","See reference"
"Ra2014-pelagic_regionalisation","Ra2014-pelagic_regionalisation_cog.tif",,"physical environmental data","clustering","bioregions",FALSE,,,,-180.05,180.05,-80.05,-39.95,0.1,0.1,"degrees","EPSG:4326",,"The colour map used in publications is (for clusters 1-20) #BF9830 #A64A00 #E64400 #EC6059 #A60400 #FF010A #FFC790 #9ECAE1 #6BAED6 #2171B5 #08306B #EEC6EF #B40097 #750062 #C0F400 #9AB72E #00C90D #008209 #FFBA00 #FFFD00","CC-BY 4.0","Raymond B (2014) Pelagic Regionalisation. In: de Broyer C, Koubbi P, Griffiths H, Raymond B et al. (eds) The Biogeographic Atlas of the Southern Ocean. Scientific Committee on Antarctic Research, Cambridge UK, pp. 418--421","See reference"
"Re2021-M1","Rei2021-M1_cog.tif","Megaptera novaeangliae","animal tracking","random forest","habitat suitability",FALSE,,0.772,"AUC",-180,179.999999999877,-79.9999999999977,-40,0.0999999999999658,0.0999999999999942,"degrees","EPSG:4326","https://github.com/ryanreisinger/megaPrediction","Habitat suitability according to model M1 in Reisinger et al. (2021). Performance is AUC using external validation data (catches/sightings), see Table 2 in Reisinger et al. (2021)","CC-BY 4.0","Reisinger RR, Friedlaender AS, Zerbini AN, Palacios DM, Andrews-Goff V, Dalla Rosa L, Double M, Findlay K, Garrigue C, How J, Jenner C, Jenner M-N, Mate B, Rosenbaum HC, Seakamela SM, Constantine R (2021) Combining regional habitat selection models for large-scale prediction: Circumpolar habitat selection of Southern Ocean humpback whales. Remote Sensing. 10.3390/rs13112074","See reference"
"Re2021-M2","Rei2021-M2_cog.tif","Megaptera novaeangliae","animal tracking","random forest","habitat suitability",FALSE,,0.805,"AUC",-180,179.999999999877,-79.9999999999977,-40,0.0999999999999658,0.0999999999999942,"degrees","EPSG:4326","https://github.com/ryanreisinger/megaPrediction","Habitat suitability according to model M2 in Reisinger et al. (2021). Performance is AUC using external validation data (catches/sightings), see Table 2 in Reisinger et al. (2021)","CC-BY 4.0","Reisinger RR, Friedlaender AS, Zerbini AN, Palacios DM, Andrews-Goff V, Dalla Rosa L, Double M, Findlay K, Garrigue C, How J, Jenner C, Jenner M-N, Mate B, Rosenbaum HC, Seakamela SM, Constantine R (2021) Combining regional habitat selection models for large-scale prediction: Circumpolar habitat selection of Southern Ocean humpback whales. Remote Sensing. 10.3390/rs13112074","See reference"
"Re2021-M3","Rei2021-M3_cog.tif","Megaptera novaeangliae","animal tracking","random forest","habitat suitability",FALSE,,0.764,"AUC",-180,179.999999999877,-79.9999999999977,-40,0.0999999999999658,0.0999999999999942,"degrees","EPSG:4326","https://github.com/ryanreisinger/megaPrediction","Habitat suitability according to model M3 in Reisinger et al. (2021). Performance is AUC using external validation data (catches/sightings), see Table 2 in Reisinger et al. (2021)","CC-BY 4.0","Reisinger RR, Friedlaender AS, Zerbini AN, Palacios DM, Andrews-Goff V, Dalla Rosa L, Double M, Findlay K, Garrigue C, How J, Jenner C, Jenner M-N, Mate B, Rosenbaum HC, Seakamela SM, Constantine R (2021) Combining regional habitat selection models for large-scale prediction: Circumpolar habitat selection of Southern Ocean humpback whales. Remote Sensing. 10.3390/rs13112074","See reference"
"Re2021-M4","Rei2021-M4_cog.tif","Megaptera novaeangliae","animal tracking","random forest","habitat suitability",FALSE,,0.782,"AUC",-180,179.999999999877,-79.9999999999977,-40,0.0999999999999658,0.0999999999999942,"degrees","EPSG:4326","https://github.com/ryanreisinger/megaPrediction","Habitat suitability according to model M4 in Reisinger et al. (2021). Performance is AUC using external validation data (catches/sightings), see Table 2 in Reisinger et al. (2021)","CC-BY 4.0","Reisinger RR, Friedlaender AS, Zerbini AN, Palacios DM, Andrews-Goff V, Dalla Rosa L, Double M, Findlay K, Garrigue C, How J, Jenner C, Jenner M-N, Mate B, Rosenbaum HC, Seakamela SM, Constantine R (2021) Combining regional habitat selection models for large-scale prediction: Circumpolar habitat selection of Southern Ocean humpback whales. Remote Sensing. 10.3390/rs13112074","See reference"
"Re2021-M5","Rei2021-M5_cog.tif","Megaptera novaeangliae","animal tracking","random forest","habitat suitability",FALSE,,0.821,"AUC",-180,179.999999999877,-79.9999999999977,-40,0.0999999999999658,0.0999999999999942,"degrees","EPSG:4326","https://github.com/ryanreisinger/megaPrediction","Habitat suitability according to model M5 in Reisinger et al. (2021). Performance is AUC using external validation data (catches/sightings), see Table 2 in Reisinger et al. (2021)","CC-BY 4.0","Reisinger RR, Friedlaender AS, Zerbini AN, Palacios DM, Andrews-Goff V, Dalla Rosa L, Double M, Findlay K, Garrigue C, How J, Jenner C, Jenner M-N, Mate B, Rosenbaum HC, Seakamela SM, Constantine R (2021) Combining regional habitat selection models for large-scale prediction: Circumpolar habitat selection of Southern Ocean humpback whales. Remote Sensing. 10.3390/rs13112074","See reference"
"Re2022-bioregions","Re2022-bioregions_cog.tif","marine predators","animal tracking","clustering, boosted regression tree","bioregions",FALSE,,,,-180,180,-78.8,-40,0.1,0.1,"degrees","+proj=longlat +datum=WGS84","https://github.com/ryanreisinger/soPredatorRegions","Bioregions are based on habitat importance of 17 species: Aptenodytes forsteri, Aptenodytes patagonicus, Arctocephalus gazella, Diomedea exulans, Eudyptes chrysolophus, Eudyptes schlegeli, Leptonychotes weddellii, Lobodon carcinophaga, Megaptera novaeangliae, Mirounga leonina, Phoebetria fusca, Phoebetria palpebrata, Procellaria aequinoctialis, Pygoscelis adeliae, Thalassarche chrysostoma, Thalassarche melanophris, Thalassoica antarctica","CC-BY 4.0","Reisinger R, Brooks C, Raymond B, Freer J, Cotté C, Xavier J, Trathan P, Bornemann H, Charrassin J-B, Costa D, Danis B, Hückstadt L, Jonsen I, Lea M-A, Torres L, Van de Putte A, Wotherspoon S, Friedlander A, Ropert-Coudert Y, Hindell M (2022) Predator-derived bioregions in the Southern Ocean: characteristics, drivers and representation in Marine Protected Areas. Biological Conservation. 10.1016/j.biocon.2022.109630","See reference"
"Te2024-Mesostigmata","Te2024-Mesostigmata_cog.tif","Mesostigmata","physical environmental data","Poisson point process modelling","habitat suitability",FALSE,,,,-2868500,2867500,-2460500,2099500,2000,2000,"m","EPSG:3031",,,"CC-BY 4.0","Terauds A, Lee JR, Robertson T, Wauchope HS, Raymond B, Wotherspoon S, Shaw JD, Convey P, Chown SL, Morgan F (2024) Environmental drivers of Antarctic biodiversity in ice-free areas at a continental scale, Ver. 1, Australian Antarctic Data Centre. 10.26179/0cdf-5v18","See reference"
"Te2024-Sarcoptiformes","Te2024-Sarcoptiformes_cog.tif","Sarcoptiformes","physical environmental data","Poisson point process modelling","habitat suitability",FALSE,,,,-2868500,2867500,-2460500,2099500,2000,2000,"m","EPSG:3031",,,"CC-BY 4.0","Terauds A, Lee JR, Robertson T, Wauchope HS, Raymond B, Wotherspoon S, Shaw JD, Convey P, Chown SL, Morgan F (2024) Environmental drivers of Antarctic biodiversity in ice-free areas at a continental scale, Ver. 1, Australian Antarctic Data Centre. 10.26179/0cdf-5v18","See reference"
"Te2024-Trombidiformes","Te2024-Trombidiformes_cog.tif","Trombidiformes","physical environmental data","Poisson point process modelling","habitat suitability",FALSE,,,,-2868500,2867500,-2460500,2099500,2000,2000,"m","EPSG:3031",,,"CC-BY 4.0","Terauds A, Lee JR, Robertson T, Wauchope HS, Raymond B, Wotherspoon S, Shaw JD, Convey P, Chown SL, Morgan F (2024) Environmental drivers of Antarctic biodiversity in ice-free areas at a continental scale, Ver. 1, Australian Antarctic Data Centre. 10.26179/0cdf-5v18","See reference"
"Te2024-Entomobryomorpha","Te2024-Entomobryomorpha_cog.tif","Entomobryomorpha","physical environmental data","Poisson point process modelling","habitat suitability",FALSE,,,,-2868500,2867500,-2460500,2099500,2000,2000,"m","EPSG:3031",,,"CC-BY 4.0","Terauds A, Lee JR, Robertson T, Wauchope HS, Raymond B, Wotherspoon S, Shaw JD, Convey P, Chown SL, Morgan F (2024) Environmental drivers of Antarctic biodiversity in ice-free areas at a continental scale, Ver. 1, Australian Antarctic Data Centre. 10.26179/0cdf-5v18","See reference"
"Te2024-Acarosporaceae","Te2024-Acarosporaceae_cog.tif","Acarosporaceae","physical environmental data","Poisson point process modelling","habitat suitability",FALSE,,,,-2868500,2867500,-2460500,2099500,2000,2000,"m","EPSG:3031",,,"CC-BY 4.0","Terauds A, Lee JR, Robertson T, Wauchope HS, Raymond B, Wotherspoon S, Shaw JD, Convey P, Chown SL, Morgan F (2024) Environmental drivers of Antarctic biodiversity in ice-free areas at a continental scale, Ver. 1, Australian Antarctic Data Centre. 10.26179/0cdf-5v18","See reference"
"Te2024-Candelariaceae","Te2024-Candelariaceae_cog.tif","Candelariaceae","physical environmental data","Poisson point process modelling","habitat suitability",FALSE,,,,-2868500,2867500,-2460500,2099500,2000,2000,"m","EPSG:3031",,,"CC-BY 4.0","Terauds A, Lee JR, Robertson T, Wauchope HS, Raymond B, Wotherspoon S, Shaw JD, Convey P, Chown SL, Morgan F (2024) Environmental drivers of Antarctic biodiversity in ice-free areas at a continental scale, Ver. 1, Australian Antarctic Data Centre. 10.26179/0cdf-5v18","See reference"
"Te2024-Bacidiaceae","Te2024-Bacidiaceae_cog.tif","Bacidiaceae","physical environmental data","Poisson point process modelling","habitat suitability",FALSE,,,,-2868500,2867500,-2460500,2099500,2000,2000,"m","EPSG:3031",,,"CC-BY 4.0","Terauds A, Lee JR, Robertson T, Wauchope HS, Raymond B, Wotherspoon S, Shaw JD, Convey P, Chown SL, Morgan F (2024) Environmental drivers of Antarctic biodiversity in ice-free areas at a continental scale, Ver. 1, Australian Antarctic Data Centre. 10.26179/0cdf-5v18","See reference"
"Te2024-Cladoniaceae","Te2024-Cladoniaceae_cog.tif","Cladoniaceae","physical environmental data","Poisson point process modelling","habitat suitability",FALSE,,,,-2868500,2867500,-2460500,2099500,2000,2000,"m","EPSG:3031",,,"CC-BY 4.0","Terauds A, Lee JR, Robertson T, Wauchope HS, Raymond B, Wotherspoon S, Shaw JD, Convey P, Chown SL, Morgan F (2024) Environmental drivers of Antarctic biodiversity in ice-free areas at a continental scale, Ver. 1, Australian Antarctic Data Centre. 10.26179/0cdf-5v18","See reference"
"Te2024-Lecanoraceae","Te2024-Lecanoraceae_cog.tif","Lecanoraceae","physical environmental data","Poisson point process modelling","habitat suitability",FALSE,,,,-2868500,2867500,-2460500,2099500,2000,2000,"m","EPSG:3031",,,"CC-BY 4.0","Terauds A, Lee JR, Robertson T, Wauchope HS, Raymond B, Wotherspoon S, Shaw JD, Convey P, Chown SL, Morgan F (2024) Environmental drivers of Antarctic biodiversity in ice-free areas at a continental scale, Ver. 1, Australian Antarctic Data Centre. 10.26179/0cdf-5v18","See reference"
"Te2024-Parmeliaceae","Te2024-Parmeliaceae_cog.tif","Parmeliaceae","physical environmental data","Poisson point process modelling","habitat suitability",FALSE,,,,-2868500,2867500,-2460500,2099500,2000,2000,"m","EPSG:3031",,,"CC-BY 4.0","Terauds A, Lee JR, Robertson T, Wauchope HS, Raymond B, Wotherspoon S, Shaw JD, Convey P, Chown SL, Morgan F (2024) Environmental drivers of Antarctic biodiversity in ice-free areas at a continental scale, Ver. 1, Australian Antarctic Data Centre. 10.26179/0cdf-5v18","See reference"
"Te2024-Stereocaulaceae","Te2024-Stereocaulaceae_cog.tif","Stereocaulaceae","physical environmental data","Poisson point process modelling","habitat suitability",FALSE,,,,-2868500,2867500,-2460500,2099500,2000,2000,"m","EPSG:3031",,,"CC-BY 4.0","Terauds A, Lee JR, Robertson T, Wauchope HS, Raymond B, Wotherspoon S, Shaw JD, Convey P, Chown SL, Morgan F (2024) Environmental drivers of Antarctic biodiversity in ice-free areas at a continental scale, Ver. 1, Australian Antarctic Data Centre. 10.26179/0cdf-5v18","See reference"
"Te2024-Rhizocarpaceae","Te2024-Rhizocarpaceae_cog.tif","Rhizocarpaceae","physical environmental data","Poisson point process modelling","habitat suitability",FALSE,,,,-2868500,2867500,-2460500,2099500,2000,2000,"m","EPSG:3031",,,"CC-BY 4.0","Terauds A, Lee JR, Robertson T, Wauchope HS, Raymond B, Wotherspoon S, Shaw JD, Convey P, Chown SL, Morgan F (2024) Environmental drivers of Antarctic biodiversity in ice-free areas at a continental scale, Ver. 1, Australian Antarctic Data Centre. 10.26179/0cdf-5v18","See reference"
"Te2024-Physciaceae","Te2024-Physciaceae_cog.tif","Physciaceae","physical environmental data","Poisson point process modelling","habitat suitability",FALSE,,,,-2868500,2867500,-2460500,2099500,2000,2000,"m","EPSG:3031",,,"CC-BY 4.0","Terauds A, Lee JR, Robertson T, Wauchope HS, Raymond B, Wotherspoon S, Shaw JD, Convey P, Chown SL, Morgan F (2024) Environmental drivers of Antarctic biodiversity in ice-free areas at a continental scale, Ver. 1, Australian Antarctic Data Centre. 10.26179/0cdf-5v18","See reference"
"Te2024-Teloschistaceae","Te2024-Teloschistaceae_cog.tif","Teloschistaceae","physical environmental data","Poisson point process modelling","habitat suitability",FALSE,,,,-2868500,2867500,-2460500,2099500,2000,2000,"m","EPSG:3031",,,"CC-BY 4.0","Terauds A, Lee JR, Robertson T, Wauchope HS, Raymond B, Wotherspoon S, Shaw JD, Convey P, Chown SL, Morgan F (2024) Environmental drivers of Antarctic biodiversity in ice-free areas at a continental scale, Ver. 1, Australian Antarctic Data Centre. 10.26179/0cdf-5v18","See reference"
"Te2024-Bryales","Te2024-Bryales_cog.tif","Bryales","physical environmental data","Poisson point process modelling","habitat suitability",FALSE,,,,-2868500,2867500,-2460500,2099500,2000,2000,"m","EPSG:3031",,,"CC-BY 4.0","Terauds A, Lee JR, Robertson T, Wauchope HS, Raymond B, Wotherspoon S, Shaw JD, Convey P, Chown SL, Morgan F (2024) Environmental drivers of Antarctic biodiversity in ice-free areas at a continental scale, Ver. 1, Australian Antarctic Data Centre. 10.26179/0cdf-5v18","See reference"
"Te2024-Dicranales","Te2024-Dicranales_cog.tif","Dicranales","physical environmental data","Poisson point process modelling","habitat suitability",FALSE,,,,-2868500,2867500,-2460500,2099500,2000,2000,"m","EPSG:3031",,,"CC-BY 4.0","Terauds A, Lee JR, Robertson T, Wauchope HS, Raymond B, Wotherspoon S, Shaw JD, Convey P, Chown SL, Morgan F (2024) Environmental drivers of Antarctic biodiversity in ice-free areas at a continental scale, Ver. 1, Australian Antarctic Data Centre. 10.26179/0cdf-5v18","See reference"
"Te2024-Hypnales","Te2024-Hypnales_cog.tif","Hypnales","physical environmental data","Poisson point process modelling","habitat suitability",FALSE,,,,-2868500,2867500,-2460500,2099500,2000,2000,"m","EPSG:3031",,,"CC-BY 4.0","Terauds A, Lee JR, Robertson T, Wauchope HS, Raymond B, Wotherspoon S, Shaw JD, Convey P, Chown SL, Morgan F (2024) Environmental drivers of Antarctic biodiversity in ice-free areas at a continental scale, Ver. 1, Australian Antarctic Data Centre. 10.26179/0cdf-5v18","See reference"
"Te2024-Polytrichales","Te2024-Polytrichales_cog.tif","Polytrichales","physical environmental data","Poisson point process modelling","habitat suitability",FALSE,,,,-2868500,2867500,-2460500,2099500,2000,2000,"m","EPSG:3031",,,"CC-BY 4.0","Terauds A, Lee JR, Robertson T, Wauchope HS, Raymond B, Wotherspoon S, Shaw JD, Convey P, Chown SL, Morgan F (2024) Environmental drivers of Antarctic biodiversity in ice-free areas at a continental scale, Ver. 1, Australian Antarctic Data Centre. 10.26179/0cdf-5v18","See reference"
"Te2024-Pottiales","Te2024-Pottiales_cog.tif","Pottiales","physical environmental data","Poisson point process modelling","habitat suitability",FALSE,,,,-2868500,2867500,-2460500,2099500,2000,2000,"m","EPSG:3031",,,"CC-BY 4.0","Terauds A, Lee JR, Robertson T, Wauchope HS, Raymond B, Wotherspoon S, Shaw JD, Convey P, Chown SL, Morgan F (2024) Environmental drivers of Antarctic biodiversity in ice-free areas at a continental scale, Ver. 1, Australian Antarctic Data Centre. 10.26179/0cdf-5v18","See reference"
"Te2024-Chlorophyta","Te2024-Chlorophyta_cog.tif","Chlorophyta","physical environmental data","Poisson point process modelling","habitat suitability",FALSE,,,,-2868500,2867500,-2460500,2099500,2000,2000,"m","EPSG:3031",,,"CC-BY 4.0","Terauds A, Lee JR, Robertson T, Wauchope HS, Raymond B, Wotherspoon S, Shaw JD, Convey P, Chown SL, Morgan F (2024) Environmental drivers of Antarctic biodiversity in ice-free areas at a continental scale, Ver. 1, Australian Antarctic Data Centre. 10.26179/0cdf-5v18","See reference"
"Te2024-Pygoscelis antarcticus","Te2024-Pygoscelis antarcticus_cog.tif","Pygoscelis antarcticus","physical environmental data","Poisson point process modelling","habitat suitability",FALSE,,,,-2868500,2867500,-2460500,2099500,2000,2000,"m","EPSG:3031",,,"CC-BY 4.0","Terauds A, Lee JR, Robertson T, Wauchope HS, Raymond B, Wotherspoon S, Shaw JD, Convey P, Chown SL, Morgan F (2024) Environmental drivers of Antarctic biodiversity in ice-free areas at a continental scale, Ver. 1, Australian Antarctic Data Centre. 10.26179/0cdf-5v18","See reference"
"Te2024-Pygoscelis papua","Te2024-Pygoscelis papua_cog.tif","Pygoscelis papua","physical environmental data","Poisson point process modelling","habitat suitability",FALSE,,,,-2868500,2867500,-2460500,2099500,2000,2000,"m","EPSG:3031",,,"CC-BY 4.0","Terauds A, Lee JR, Robertson T, Wauchope HS, Raymond B, Wotherspoon S, Shaw JD, Convey P, Chown SL, Morgan F (2024) Environmental drivers of Antarctic biodiversity in ice-free areas at a continental scale, Ver. 1, Australian Antarctic Data Centre. 10.26179/0cdf-5v18","See reference"
"Te2024-Nematoda","Te2024-Nematoda_cog.tif","Nematoda","physical environmental data","Poisson point process modelling","habitat suitability",FALSE,,,,-2868500,2867500,-2460500,2099500,2000,2000,"m","EPSG:3031",,,"CC-BY 4.0","Terauds A, Lee JR, Robertson T, Wauchope HS, Raymond B, Wotherspoon S, Shaw JD, Convey P, Chown SL, Morgan F (2024) Environmental drivers of Antarctic biodiversity in ice-free areas at a continental scale, Ver. 1, Australian Antarctic Data Centre. 10.26179/0cdf-5v18","See reference"
"Te2024-Ochrophyta","Te2024-Ochrophyta_cog.tif","Ochrophyta","physical environmental data","Poisson point process modelling","habitat suitability",FALSE,,,,-2868500,2867500,-2460500,2099500,2000,2000,"m","EPSG:3031",,,"CC-BY 4.0","Terauds A, Lee JR, Robertson T, Wauchope HS, Raymond B, Wotherspoon S, Shaw JD, Convey P, Chown SL, Morgan F (2024) Environmental drivers of Antarctic biodiversity in ice-free areas at a continental scale, Ver. 1, Australian Antarctic Data Centre. 10.26179/0cdf-5v18","See reference"
"Te2024-Rotifera","Te2024-Rotifera_cog.tif","Rotifera","physical environmental data","Poisson point process modelling","habitat suitability",FALSE,,,,-2868500,2867500,-2460500,2099500,2000,2000,"m","EPSG:3031",,,"CC-BY 4.0","Terauds A, Lee JR, Robertson T, Wauchope HS, Raymond B, Wotherspoon S, Shaw JD, Convey P, Chown SL, Morgan F (2024) Environmental drivers of Antarctic biodiversity in ice-free areas at a continental scale, Ver. 1, Australian Antarctic Data Centre. 10.26179/0cdf-5v18","See reference"
"Te2021-physical_regionalisation","Te2021-physical_regionalisation_cog.tif",,"physical environmental data","clustering","bioregions",FALSE,,,,-180,180,-78,-50,1,1,"degrees","EPSG:4326",,"The colour map used in publications is #e5194a #3cb34d #fee119 #4364d8 #f58231 #901eb4 #41d4f5 #ef32e8 #bfee46 #fabebe #469991 #e6bdff","CC-BY 4.0","Testa G, Piñones A, Castro LR (2021) Physical and biogeochemical regionalization of the Southern Ocean and the CCAMLR zone 48.1. Frontiers in Marine Science 10.3389/fmars.2021.592378","See reference"
"Te2021-biogeochemical_regionalisation","Te2021-biogeochemical_regionalisation_cog.tif",,"biogeochemical data","clustering","bioregions",FALSE,,,,-180,180,-78,-50,1,1,"degrees","EPSG:4326",,"The colour map used in publications is #e5194a #3cb34d #fee119 #4364d8 #f58231 #901eb4 #41d4f5 #ef32e8 #bfee46 #fabebe #469991 #e6bdff #9a6227 #abffc3 #010077 #7f8000 #f4a362 #00ff01","CC-BY 4.0","Testa G, Piñones A, Castro LR (2021) Physical and biogeochemical regionalization of the Southern Ocean and the CCAMLR zone 48.1. Frontiers in Marine Science 10.3389/fmars.2021.592378","See reference"
"To2025-tier_1_major_environmental_units","To2025-tier_1_major_environmental_units_cog.tif","terrestrial ecosystems","physical environmental data","hierarchical classification","major environmental units",FALSE,"confidence",,,-2661816.29166667,2614583.70833333,-2490220.98473195,2321879.01526805,100,100,"m","EPSG:3031","https://github.com/anikobtoth/Antarctica",,"CC-BY 4.0","Tóth AB, Terauds A, Chown SL, Hughes KA, Convey P, Hodgson DA, Cowan DA, Gibson J, Leihy RI, Murray NJ, Robinson SA, Shaw JD, Stark JS, Stevens MI, van den Hoff J, Wasley J, Keith DA (2024). The Antarctic ecosystem inventory: a classification, descriptions and maps of Antarctica's ice-free terrestrial ecosystems (submitted)","See reference"
"To2025-tier_2_habitat_types","To2025-tier_2_habitat_types_cog.tif","terrestrial ecosystems","physical environmental and biotic data","hierarchical classification","habitat complexes",FALSE,"confidence",,,-2661816.29166667,2614583.70833333,-2490220.98473195,2321879.01526805,100,100,"m","EPSG:3031","https://github.com/anikobtoth/Antarctica",,"CC-BY 4.0","Tóth AB, Terauds A, Chown SL, Hughes KA, Convey P, Hodgson DA, Cowan DA, Gibson J, Leihy RI, Murray NJ, Robinson SA, Shaw JD, Stark JS, Stevens MI, van den Hoff J, Wasley J, Keith DA (2024). The Antarctic ecosystem inventory: a classification, descriptions and maps of Antarctica's ice-free terrestrial ecosystems (submitted)","See reference"
"To2025-tier_3_bioregional_ecosystem_types","To2025-tier_3_bioregional_ecosystem_types_cog.tif","terrestrial ecosystems","physical environmental and biotic data","hierarchical classification","bioregional ecosystem types",FALSE,,,,-2661816.29166667,2614583.70833333,-2490220.98473195,2321879.01526805,100,100,"m","EPSG:3031","https://github.com/anikobtoth/Antarctica",,"CC-BY 4.0","Tóth AB, Terauds A, Chown SL, Hughes KA, Convey P, Hodgson DA, Cowan DA, Gibson J, Leihy RI, Murray NJ, Robinson SA, Shaw JD, Stark JS, Stevens MI, van den Hoff J, Wasley J, Keith DA (2024). The Antarctic ecosystem inventory: a classification, descriptions and maps of Antarctica's ice-free terrestrial ecosystems (submitted)","See reference"
"Vi2023-SNPE_2011_03","Vi2023-SNPE_2011_03_cog.tif","Pagodroma nivea","animal tracking","boosted regression tree","habitat importance",FALSE,,,,-180,180,-90,-40,0.1,0.1,"degrees","EPSG:4326",,"This layer is monthly non-breeding habitat suitability for snow petrels breeding at Béchervaise and Filla Islands in Mar 2011. Layers here are as for Figure 5 in Viola et al. 2023","CC-BY 4.0","Viola B, Wienecke B, Green C-P, Corney C, Raymond B, Southwell C, Sumner MD, Virtue P, Wotherspoon S, Emmerson L (2023) Marine distribution and habitat use by snow petrels Pagodroma nivea in East Antarctica throughout the non-breeding period. Frontiers in Marine Science. 10.3389/fmars.2023.1278229","See reference"
"Vi2023-SNPE_2011_04","Vi2023-SNPE_2011_04_cog.tif","Pagodroma nivea","animal tracking","boosted regression tree","habitat importance",FALSE,,,,-180,180,-90,-40,0.1,0.1,"degrees","EPSG:4326",,"This layer is monthly non-breeding habitat suitability for snow petrels breeding at Béchervaise and Filla Islands in Apr 2011. Layers here are as for Figure 5 in Viola et al. 2023","CC-BY 4.0","Viola B, Wienecke B, Green C-P, Corney C, Raymond B, Southwell C, Sumner MD, Virtue P, Wotherspoon S, Emmerson L (2023) Marine distribution and habitat use by snow petrels Pagodroma nivea in East Antarctica throughout the non-breeding period. Frontiers in Marine Science. 10.3389/fmars.2023.1278229","See reference"
"Vi2023-SNPE_2011_05","Vi2023-SNPE_2011_05_cog.tif","Pagodroma nivea","animal tracking","boosted regression tree","habitat importance",FALSE,,,,-180,180,-90,-40,0.1,0.1,"degrees","EPSG:4326",,"This layer is monthly non-breeding habitat suitability for snow petrels breeding at Béchervaise and Filla Islands in May 2011. Layers here are as for Figure 5 in Viola et al. 2023","CC-BY 4.0","Viola B, Wienecke B, Green C-P, Corney C, Raymond B, Southwell C, Sumner MD, Virtue P, Wotherspoon S, Emmerson L (2023) Marine distribution and habitat use by snow petrels Pagodroma nivea in East Antarctica throughout the non-breeding period. Frontiers in Marine Science. 10.3389/fmars.2023.1278229","See reference"
"Vi2023-SNPE_2011_06","Vi2023-SNPE_2011_06_cog.tif","Pagodroma nivea","animal tracking","boosted regression tree","habitat importance",FALSE,,,,-180,180,-90,-40,0.1,0.1,"degrees","EPSG:4326",,"This layer is monthly non-breeding habitat suitability for snow petrels breeding at Béchervaise and Filla Islands in Jun 2011. Layers here are as for Figure 5 in Viola et al. 2023","CC-BY 4.0","Viola B, Wienecke B, Green C-P, Corney C, Raymond B, Southwell C, Sumner MD, Virtue P, Wotherspoon S, Emmerson L (2023) Marine distribution and habitat use by snow petrels Pagodroma nivea in East Antarctica throughout the non-breeding period. Frontiers in Marine Science. 10.3389/fmars.2023.1278229","See reference"
